property_area,bedrooms,bathrooms,year_built,garage_size,lot_area,location,property_type,furnishing_status,price
663.0,4.0,4.0,2008.0,3.0,1138.0,Tier2,Apartment,Semi-Furnished,34.35
1113.0,3.0,3.0,2018.0,0.0,2542.0,Tier2,Apartment,Furnished,69.67
1196.0,6.0,6.0,2001.0,1.0,3529.0,Tier1,Independent House,Furnished,169.54
1186.0,3.0,4.0,2018.0,2.0,3460.0,Metro,Apartment,Semi-Furnished,176.75
1244.0,3.0,3.0,2019.0,0.0,2002.0,Metro,Apartment,Furnished,137.37
783.0,1.0,2.0,2020.0,0.0,1369.0,Tier2,Apartment,Unfurnished,36.87
837.0,4.0,4.0,1997.0,2.0,1059.0,Tier3,Villa,Unfurnished,31.58
826.0,5.0,4.0,2009.0,0.0,1584.0,Tier2,Apartment,Unfurnished,39.74
400.0,5.0,4.0,1996.0,2.0,1081.0,Metro,Independent House,Semi-Furnished,47.21
1371.0,6.0,6.0,2005.0,,3905.0,Tier2,Villa,Unfurnished,139.68
1647.0,2.0,3.0,2021.0,1.0,2678.0,Tier1,Villa,Semi-Furnished,258.83
1598.0,,2.0,2022.0,2.0,2682.0,Tier2,Villa,Semi-Furnished,118.32
1069.0,3.0,4.0,1985.0,1.0,1708.0,Metro,,Unfurnished,78.78
794.0,3.0,3.0,1990.0,0.0,1453.0,Tier2,Apartment,Semi-Furnished,37.9
1572.0,2.0,2.0,1995.0,0.0,4164.0,,Apartment,Furnished,153.55
1519.0,5.0,4.0,2000.0,2.0,3591.0,Tier3,Villa,Unfurnished,81.59
1309.0,5.0,6.0,2006.0,2.0,3423.0,Tier1,Apartment,Unfurnished,100.98
2072.0,3.0,2.0,1995.0,0.0,4661.0,Tier2,Apartment,Unfurnished,97.11
1187.0,2.0,2.0,2021.0,2.0,1975.0,Tier3,Independent House,Semi-Furnished,46.99
1072.0,2.0,2.0,2010.0,2.0,1726.0,Metro,Apartment,Semi-Furnished,82.64
1000.0,4.0,3.0,2010.0,3.0,1216.0,Tier3,Independent House,Unfurnished,30.29
420.0,2.0,2.0,2005.0,1.0,1094.0,Tier2,Independent House,Furnished,33.46
1531.0,5.0,4.0,2010.0,2.0,4172.0,Metro,,Semi-Furnished,216.73
1147.0,4.0,4.0,1999.0,1.0,2963.0,Tier1,Apartment,Semi-Furnished,113.79
1455.0,3.0,4.0,2023.0,2.0,1941.0,Tier2,Apartment,Semi-Furnished,92.35
2121.0,3.0,3.0,2019.0,0.0,5455.0,Metro,Villa,Semi-Furnished,400.79
1005.0,1.0,1.0,1995.0,0.0,1289.0,Tier1,,Furnished,129.7
400.0,5.0,5.0,1993.0,2.0,556.0,Tier1,Independent House,Furnished,33.2
1441.0,3.0,3.0,2007.0,2.0,2872.0,Tier2,Independent House,Semi-Furnished,93.44
1283.0,6.0,6.0,1988.0,1.0,2639.0,Metro,Villa,Furnished,245.22
834.0,3.0,2.0,2014.0,1.0,2226.0,Tier3,Apartment,Semi-Furnished,31.74
1399.0,4.0,5.0,2012.0,1.0,3390.0,Tier3,Apartment,Unfurnished,37.84
1593.0,1.0,2.0,2009.0,0.0,2351.0,Tier3,Independent House,Semi-Furnished,48.91
727.0,3.0,4.0,2006.0,0.0,1168.0,Tier2,Apartment,Semi-Furnished,42.46
1049.0,4.0,3.0,2009.0,0.0,,Metro,Apartment,Unfurnished,106.25
1938.0,4.0,3.0,2010.0,1.0,2757.0,Tier2,Independent House,Furnished,138.63
839.0,4.0,4.0,2013.0,1.0,,Metro,,Semi-Furnished,102.28
1233.0,2.0,3.0,2016.0,0.0,3097.0,Metro,Independent House,Semi-Furnished,175.92
400.0,6.0,6.0,2010.0,3.0,654.0,Tier1,Villa,Unfurnished,37.45
459.0,6.0,6.0,2012.0,0.0,1241.0,Tier1,Apartment,Unfurnished,42.65
1279.0,1.0,1.0,2004.0,2.0,2616.0,Tier2,Independent House,Unfurnished,59.73
1814.0,5.0,5.0,1986.0,2.0,3231.0,Tier2,Apartment,Unfurnished,69.64
519.0,2.0,3.0,2007.0,0.0,1008.0,Tier1,Apartment,Furnished,45.64
1237.0,4.0,3.0,2023.0,,3064.0,Metro,Apartment,Furnished,150.47
1012.0,2.0,1.0,1989.0,1.0,2156.0,Tier3,Apartment,Semi-Furnished,40.61
1677.0,6.0,6.0,2005.0,1.0,2034.0,Tier1,Apartment,Furnished,106.96
591.0,2.0,2.0,2006.0,1.0,1690.0,,Apartment,Unfurnished,39.82
1415.0,3.0,4.0,1995.0,1.0,1866.0,Metro,Apartment,Semi-Furnished,112.96
873.0,3.0,4.0,2014.0,3.0,2523.0,Tier2,Apartment,Furnished,56.49
1312.0,2.0,2.0,2012.0,0.0,1641.0,Tier2,,Unfurnished,89.89
1234.0,3.0,2.0,2020.0,2.0,3193.0,Metro,Independent House,Furnished,214.43
1074.0,2.0,2.0,2001.0,1.0,2322.0,Metro,Apartment,Semi-Furnished,98.93
1439.0,4.0,5.0,,1.0,3037.0,Tier2,,Semi-Furnished,98.31
1222.0,6.0,6.0,2021.0,0.0,1626.0,Tier2,Apartment,Semi-Furnished,77.3
,4.0,5.0,2020.0,1.0,1848.0,Metro,Apartment,Semi-Furnished,155.17
1022.0,5.0,5.0,2009.0,2.0,2657.0,Tier3,,Furnished,47.33
1239.0,3.0,4.0,2008.0,0.0,3474.0,Metro,Independent House,Semi-Furnished,194.85
1311.0,2.0,3.0,2014.0,1.0,2822.0,Tier1,Apartment,Unfurnished,115.39
705.0,3.0,3.0,2019.0,1.0,1294.0,,Apartment,Unfurnished,26.85
1025.0,1.0,1.0,2005.0,0.0,1341.0,Tier1,Apartment,Semi-Furnished,56.76
672.0,5.0,6.0,1990.0,2.0,,Tier2,Villa,Semi-Furnished,73.69
1180.0,2.0,2.0,2005.0,2.0,2007.0,Tier1,Apartment,Unfurnished,65.47
904.0,5.0,4.0,1992.0,2.0,1174.0,Metro,Independent House,Unfurnished,107.65
1585.0,1.0,1.0,1989.0,1.0,3802.0,Tier3,Independent House,Semi-Furnished,72.7
1536.0,4.0,4.0,,1.0,3186.0,Tier1,Apartment,Semi-Furnished,120.75
739.0,2.0,2.0,1994.0,1.0,903.0,Tier3,Villa,Unfurnished,31.9
,1.0,1.0,2015.0,2.0,1678.0,Metro,,Semi-Furnished,129.28
1519.0,4.0,5.0,2014.0,1.0,3735.0,Metro,Villa,Furnished,328.37
1112.0,2.0,3.0,2005.0,3.0,1462.0,Metro,Apartment,Semi-Furnished,101.05
836.0,4.0,5.0,2020.0,3.0,2306.0,Tier2,Apartment,Furnished,66.22
654.0,3.0,3.0,2011.0,3.0,1151.0,Tier1,Independent House,Semi-Furnished,64.46
1627.0,2.0,2.0,2022.0,1.0,2212.0,Tier3,Villa,Semi-Furnished,80.78
1651.0,5.0,4.0,2019.0,1.0,4239.0,Tier1,Villa,Unfurnished,249.38
1096.0,3.0,3.0,2016.0,2.0,2350.0,Tier3,Independent House,Semi-Furnished,45.6
1583.0,4.0,4.0,2010.0,2.0,2773.0,Metro,Independent House,Semi-Furnished,199.73
400.0,3.0,4.0,1988.0,2.0,772.0,Tier3,Independent House,Furnished,14.18
1864.0,3.0,3.0,2011.0,1.0,2309.0,Tier2,Apartment,Unfurnished,92.53
1122.0,2.0,1.0,2020.0,2.0,2685.0,Tier2,Villa,Furnished,118.12
1271.0,2.0,2.0,2021.0,1.0,2362.0,Tier2,Independent House,Semi-Furnished,83.62
1040.0,3.0,3.0,2011.0,1.0,2585.0,Tier2,Independent House,Furnished,90.25
1898.0,3.0,4.0,1990.0,2.0,4424.0,Tier2,Villa,Unfurnished,151.52
670.0,3.0,4.0,2002.0,1.0,1589.0,Metro,Apartment,Semi-Furnished,72.22
1937.0,,3.0,2010.0,2.0,5089.0,Metro,Independent House,,282.79
1398.0,4.0,3.0,2008.0,1.0,3266.0,Tier3,Independent House,Semi-Furnished,50.49
1511.0,1.0,1.0,1991.0,1.0,2952.0,Tier2,Apartment,Unfurnished,50.78
1035.0,2.0,3.0,1998.0,0.0,1968.0,Tier2,Apartment,Semi-Furnished,43.31
546.0,3.0,2.0,1997.0,,773.0,Tier1,Apartment,Unfurnished,36.34
1665.0,1.0,1.0,2010.0,1.0,4334.0,Metro,Apartment,Unfurnished,145.25
1356.0,2.0,2.0,1986.0,1.0,3485.0,Metro,Apartment,Unfurnished,145.91
1881.0,1.0,,2007.0,2.0,3091.0,Tier2,Apartment,Semi-Furnished,116.18
1103.0,6.0,5.0,2012.0,1.0,3036.0,Tier1,Villa,Unfurnished,135.36
990.0,4.0,4.0,1985.0,2.0,2238.0,Metro,Villa,Furnished,157.48
1894.0,1.0,1.0,2016.0,1.0,3905.0,Tier1,Villa,Semi-Furnished,305.13
,1.0,1.0,1996.0,2.0,2655.0,Metro,Independent House,Unfurnished,202.64
1205.0,4.0,5.0,2019.0,,2276.0,Tier1,Apartment,Semi-Furnished,110.83
824.0,3.0,2.0,2010.0,1.0,1939.0,Metro,Apartment,Semi-Furnished,80.34
1605.0,4.0,4.0,2015.0,2.0,2185.0,,Independent House,Semi-Furnished,100.64
1073.0,,6.0,1996.0,0.0,2175.0,Tier1,Apartment,Semi-Furnished,97.63
1500.0,3.0,4.0,2013.0,3.0,4482.0,Tier1,Independent House,Semi-Furnished,161.89
1070.0,2.0,2.0,1989.0,0.0,2664.0,Metro,Independent House,Unfurnished,88.21
1982.0,4.0,4.0,2019.0,3.0,4329.0,Metro,Villa,Unfurnished,313.46
850.0,,5.0,1991.0,1.0,1836.0,Tier1,Independent House,Semi-Furnished,72.85
1440.0,3.0,4.0,2000.0,1.0,1841.0,Tier1,Apartment,Furnished,106.56
956.0,4.0,5.0,2016.0,0.0,2795.0,Tier2,Apartment,Unfurnished,71.92
1059.0,2.0,2.0,2001.0,1.0,3040.0,,Villa,Semi-Furnished,196.37
994.0,3.0,,2005.0,0.0,,Tier2,Apartment,Furnished,61.02
1569.0,4.0,3.0,2011.0,1.0,2162.0,Tier3,Independent House,Furnished,82.17
1659.0,5.0,5.0,2024.0,1.0,2611.0,Tier2,Apartment,Semi-Furnished,117.46
1479.0,3.0,3.0,1999.0,2.0,2264.0,Metro,Villa,Furnished,193.69
1146.0,4.0,4.0,2007.0,2.0,2447.0,Tier1,Villa,Furnished,136.45
1270.0,2.0,1.0,1992.0,1.0,1999.0,Metro,Villa,,224.97
1649.0,2.0,2.0,2009.0,1.0,4044.0,Metro,Apartment,Semi-Furnished,203.9
1665.0,3.0,3.0,1995.0,1.0,3632.0,Tier3,Apartment,Semi-Furnished,51.82
400.0,2.0,2.0,2005.0,2.0,500.0,Metro,Independent House,Unfurnished,34.54
1064.0,3.0,3.0,,0.0,2702.0,Tier1,Apartment,Unfurnished,58.77
1088.0,2.0,2.0,1993.0,2.0,1675.0,Tier2,Independent House,Semi-Furnished,55.6
1535.0,4.0,5.0,1985.0,0.0,4121.0,Tier2,Villa,Furnished,163.2
1167.0,,4.0,2006.0,1.0,2146.0,Tier1,Independent House,Unfurnished,80.51
1560.0,3.0,4.0,1990.0,1.0,2823.0,Metro,Independent House,Furnished,200.51
661.0,2.0,2.0,2014.0,1.0,807.0,Tier1,Apartment,Unfurnished,45.05
1330.0,,4.0,2018.0,1.0,3961.0,Tier1,Villa,Furnished,180.0
1650.0,6.0,6.0,1997.0,2.0,3798.0,Metro,Independent House,Unfurnished,181.24
463.0,3.0,3.0,2006.0,1.0,908.0,Tier1,Apartment,Semi-Furnished,38.67
2457.0,1.0,1.0,1990.0,1.0,3376.0,Metro,Independent House,Semi-Furnished,343.47
1795.0,1.0,1.0,2008.0,2.0,4413.0,Metro,Apartment,Unfurnished,138.49
1201.0,2.0,3.0,2005.0,1.0,2052.0,Tier1,Apartment,Semi-Furnished,95.07
786.0,,2.0,2023.0,0.0,2341.0,Metro,Apartment,Semi-Furnished,114.83
1112.0,4.0,4.0,2007.0,2.0,3237.0,Tier1,Independent House,Semi-Furnished,129.81
1242.0,4.0,3.0,1989.0,2.0,,Tier2,Apartment,Unfurnished,42.93
1420.0,2.0,3.0,1991.0,0.0,4186.0,Tier2,Independent House,Furnished,130.27
1950.0,2.0,2.0,1987.0,2.0,2711.0,Metro,Independent House,Furnished,251.96
962.0,2.0,2.0,1997.0,1.0,1639.0,Metro,Apartment,Semi-Furnished,94.27
1481.0,,5.0,1996.0,1.0,2452.0,Metro,Apartment,Furnished,183.21
554.0,3.0,3.0,1990.0,1.0,737.0,Tier2,Independent House,Semi-Furnished,29.85
,4.0,4.0,2018.0,1.0,2929.0,Tier2,Apartment,Furnished,72.58
1388.0,3.0,3.0,,3.0,1815.0,Metro,Independent House,Semi-Furnished,149.08
1546.0,3.0,4.0,2002.0,2.0,4239.0,Tier3,Apartment,Furnished,73.99
823.0,3.0,4.0,1987.0,1.0,2126.0,Metro,Apartment,Semi-Furnished,89.2
980.0,2.0,3.0,2006.0,0.0,1839.0,Tier1,Independent House,Furnished,110.32
1930.0,3.0,2.0,2019.0,2.0,2381.0,Tier2,Apartment,Furnished,113.42
1781.0,3.0,4.0,2012.0,2.0,2157.0,Tier3,Apartment,Furnished,55.36
1304.0,2.0,1.0,1996.0,0.0,2044.0,Tier2,Apartment,Unfurnished,60.15
400.0,2.0,1.0,1985.0,0.0,836.0,Tier2,Apartment,Furnished,19.31
2456.0,3.0,4.0,2020.0,2.0,4972.0,Tier1,Villa,Unfurnished,389.52
1190.0,3.0,4.0,2014.0,2.0,2682.0,Tier2,Independent House,Furnished,94.27
1044.0,3.0,3.0,2007.0,0.0,2703.0,Metro,Apartment,Furnished,144.35
939.0,5.0,6.0,2021.0,2.0,1765.0,Tier3,Villa,Semi-Furnished,47.95
1388.0,1.0,2.0,2012.0,1.0,2066.0,Tier1,Villa,Semi-Furnished,188.46
1393.0,2.0,2.0,1989.0,1.0,3678.0,Tier2,Apartment,Unfurnished,68.82
1675.0,2.0,2.0,2020.0,1.0,3013.0,Tier1,Apartment,Unfurnished,87.26
737.0,3.0,4.0,1994.0,1.0,1265.0,Tier2,Independent House,Unfurnished,48.05
1044.0,3.0,3.0,1989.0,2.0,2689.0,Tier1,Independent House,Semi-Furnished,96.82
2215.0,4.0,3.0,1998.0,1.0,6382.0,Tier2,Villa,Semi-Furnished,156.45
1312.0,2.0,3.0,2008.0,1.0,3735.0,Metro,Villa,Semi-Furnished,212.96
1114.0,3.0,3.0,2012.0,2.0,1612.0,Metro,Apartment,Unfurnished,85.28
729.0,5.0,4.0,2005.0,0.0,1535.0,Metro,Villa,Semi-Furnished,122.88
1453.0,5.0,5.0,2024.0,2.0,1986.0,Metro,Villa,Semi-Furnished,213.59
1716.0,6.0,6.0,1996.0,2.0,5027.0,Tier3,Villa,Furnished,96.66
1637.0,4.0,5.0,2004.0,1.0,2599.0,Metro,Apartment,Furnished,219.49
1071.0,5.0,5.0,2016.0,0.0,1666.0,Tier3,Apartment,,30.5
1381.0,2.0,2.0,2022.0,,3867.0,Tier1,Apartment,Semi-Furnished,111.93
2036.0,2.0,3.0,2024.0,1.0,5990.0,Metro,Independent House,Semi-Furnished,324.13
1735.0,1.0,2.0,2005.0,0.0,4261.0,Tier2,Apartment,Furnished,128.86
,4.0,4.0,2001.0,2.0,1146.0,Tier2,Apartment,Unfurnished,37.77
400.0,,6.0,1985.0,1.0,830.0,Tier1,Apartment,Furnished,32.76
1348.0,,2.0,2012.0,1.0,3599.0,Tier1,Apartment,Unfurnished,117.47
1599.0,3.0,3.0,1986.0,2.0,3567.0,Tier2,Independent House,Furnished,125.9
655.0,4.0,4.0,2001.0,,942.0,Metro,Villa,Unfurnished,65.47
1196.0,5.0,5.0,2023.0,1.0,1805.0,Tier3,Villa,Unfurnished,48.81
1068.0,3.0,3.0,1998.0,0.0,2943.0,Tier3,Apartment,Furnished,59.4
1252.0,6.0,6.0,1998.0,1.0,2690.0,Tier2,Independent House,Semi-Furnished,103.32
928.0,,2.0,2002.0,2.0,2293.0,Metro,Apartment,Semi-Furnished,100.07
1845.0,2.0,1.0,2024.0,2.0,3453.0,Tier2,Apartment,Furnished,97.77
1274.0,3.0,2.0,2018.0,1.0,2750.0,Metro,Apartment,Unfurnished,150.15
,3.0,3.0,1985.0,2.0,2249.0,Metro,Apartment,Semi-Furnished,91.16
1659.0,1.0,1.0,2002.0,0.0,2975.0,Metro,Apartment,Semi-Furnished,206.63
568.0,4.0,4.0,2018.0,2.0,1372.0,Tier1,Villa,Furnished,102.81
1842.0,4.0,4.0,,1.0,2782.0,Tier3,Villa,Semi-Furnished,107.61
1696.0,4.0,4.0,2000.0,2.0,2407.0,Tier2,Independent House,Unfurnished,76.59
1895.0,2.0,2.0,2003.0,3.0,4947.0,Tier2,Apartment,Semi-Furnished,94.13
1121.0,3.0,3.0,2021.0,2.0,3048.0,Tier1,Apartment,Unfurnished,79.62
952.0,3.0,4.0,1990.0,2.0,2288.0,Tier1,Apartment,Unfurnished,70.6
1242.0,1.0,2.0,2008.0,2.0,1844.0,Tier1,Independent House,Furnished,125.36
1158.0,3.0,4.0,2001.0,3.0,1891.0,Tier3,Villa,Furnished,50.25
874.0,2.0,2.0,2000.0,2.0,2482.0,Metro,Independent House,Unfurnished,120.8
923.0,1.0,1.0,2023.0,2.0,1587.0,Tier3,Apartment,Semi-Furnished,32.27
1017.0,4.0,4.0,1990.0,2.0,2719.0,Tier1,Villa,Furnished,211.65
615.0,1.0,2.0,2000.0,0.0,1055.0,Tier1,Apartment,Semi-Furnished,44.09
1539.0,6.0,6.0,1993.0,1.0,4449.0,Tier2,Villa,Semi-Furnished,113.94
1174.0,3.0,3.0,2013.0,1.0,3341.0,Tier1,Independent House,Unfurnished,94.53
1046.0,6.0,5.0,1988.0,1.0,1337.0,Tier3,Independent House,Furnished,46.32
645.0,1.0,2.0,2010.0,2.0,1668.0,Tier3,Villa,Furnished,46.06
620.0,3.0,3.0,,0.0,933.0,Tier1,Apartment,Unfurnished,43.44
2168.0,2.0,1.0,2010.0,0.0,3442.0,Metro,Independent House,Unfurnished,235.4
886.0,4.0,5.0,1998.0,1.0,1797.0,Tier1,Villa,Semi-Furnished,99.67
1505.0,3.0,3.0,2019.0,1.0,3367.0,Tier3,Apartment,Unfurnished,63.32
1281.0,2.0,2.0,2008.0,1.0,2288.0,Metro,Apartment,Semi-Furnished,153.61
400.0,5.0,5.0,1992.0,,894.0,Tier2,Apartment,,19.44
2096.0,3.0,3.0,2024.0,2.0,3159.0,Tier2,Apartment,Semi-Furnished,113.69
1542.0,1.0,1.0,2009.0,1.0,1912.0,Tier2,Apartment,Furnished,76.01
816.0,3.0,3.0,1988.0,0.0,1818.0,Metro,Villa,Unfurnished,102.01
1186.0,4.0,4.0,1999.0,2.0,2528.0,Tier2,Apartment,Semi-Furnished,61.22
625.0,2.0,3.0,2000.0,2.0,1526.0,Tier3,,Unfurnished,21.15
2113.0,3.0,3.0,1995.0,1.0,5007.0,Metro,Villa,Semi-Furnished,356.25
746.0,1.0,1.0,2012.0,1.0,2100.0,Metro,Independent House,Unfurnished,134.22
938.0,3.0,3.0,1991.0,0.0,1901.0,Tier3,Villa,Unfurnished,30.77
835.0,4.0,5.0,2022.0,1.0,1015.0,Metro,Apartment,Furnished,111.34
1240.0,3.0,2.0,2008.0,1.0,2896.0,Tier3,Independent House,Unfurnished,51.59
1885.0,3.0,2.0,2015.0,2.0,4553.0,Tier1,Independent House,Semi-Furnished,181.15
2095.0,1.0,1.0,1988.0,2.0,4481.0,Metro,Apartment,Unfurnished,189.19
1001.0,2.0,2.0,2021.0,1.0,2443.0,,Apartment,Semi-Furnished,36.78
1389.0,2.0,,2019.0,2.0,2476.0,Tier1,Independent House,Unfurnished,120.32
1241.0,3.0,4.0,1990.0,3.0,1822.0,Tier1,Independent House,Semi-Furnished,92.25
709.0,3.0,3.0,2017.0,2.0,1699.0,Tier1,Independent House,,89.33
2411.0,5.0,6.0,2016.0,2.0,3957.0,Tier1,Independent House,Furnished,253.91
1881.0,1.0,1.0,2022.0,3.0,3802.0,Metro,Villa,Semi-Furnished,389.1
1295.0,3.0,4.0,,1.0,2700.0,Tier1,Villa,Unfurnished,162.12
1991.0,3.0,2.0,2001.0,0.0,4099.0,Tier3,Apartment,Semi-Furnished,67.62
1806.0,3.0,3.0,2016.0,3.0,4113.0,Metro,,Semi-Furnished,193.13
1241.0,5.0,5.0,1998.0,1.0,1555.0,Tier2,Apartment,Semi-Furnished,51.09
1363.0,2.0,2.0,2003.0,2.0,4064.0,Tier1,Villa,Semi-Furnished,182.02
1956.0,1.0,2.0,2008.0,2.0,4869.0,Tier2,Villa,Furnished,219.5
727.0,4.0,3.0,2023.0,1.0,1429.0,Metro,Independent House,Unfurnished,93.84
2037.0,2.0,2.0,1995.0,1.0,3146.0,Tier3,Apartment,Unfurnished,51.33
1087.0,1.0,1.0,1991.0,1.0,1461.0,Tier1,Villa,Semi-Furnished,112.29
1962.0,2.0,3.0,2008.0,1.0,4728.0,,Apartment,Furnished,234.66
1197.0,2.0,1.0,2008.0,0.0,2119.0,Metro,Apartment,Furnished,165.55
1369.0,3.0,4.0,,1.0,2208.0,Metro,Independent House,Semi-Furnished,152.52
1183.0,2.0,3.0,2008.0,0.0,2229.0,Tier1,Villa,Semi-Furnished,146.37
934.0,3.0,4.0,1995.0,1.0,2118.0,Tier1,Independent House,Unfurnished,77.26
1065.0,3.0,2.0,1992.0,0.0,2566.0,Tier2,Apartment,Semi-Furnished,50.69
1890.0,3.0,3.0,1999.0,2.0,4463.0,,Apartment,Unfurnished,98.87
400.0,6.0,5.0,1986.0,2.0,1102.0,Metro,Apartment,Semi-Furnished,42.06
581.0,1.0,2.0,2008.0,1.0,926.0,Tier2,Apartment,Semi-Furnished,26.11
837.0,6.0,6.0,,1.0,1964.0,Tier2,Independent House,Semi-Furnished,71.9
661.0,3.0,3.0,2016.0,3.0,914.0,Metro,Villa,Furnished,116.93
1955.0,4.0,5.0,2001.0,0.0,4274.0,Metro,Independent House,Semi-Furnished,265.02
1829.0,3.0,2.0,,1.0,4117.0,Metro,Apartment,Unfurnished,220.08
1496.0,3.0,3.0,2006.0,1.0,2377.0,Tier2,Independent House,Semi-Furnished,104.85
881.0,5.0,5.0,1990.0,1.0,1678.0,Tier2,Apartment,Unfurnished,42.96
1868.0,5.0,6.0,2011.0,1.0,5023.0,Tier1,,Semi-Furnished,213.45
406.0,2.0,3.0,2004.0,1.0,596.0,Tier2,Apartment,Furnished,27.4
2271.0,2.0,3.0,1985.0,1.0,4501.0,Tier2,Apartment,Semi-Furnished,94.03
858.0,3.0,4.0,2001.0,,2470.0,Tier1,Villa,Semi-Furnished,120.24
1069.0,5.0,5.0,1985.0,1.0,2253.0,Tier3,Independent House,Semi-Furnished,51.24
985.0,2.0,3.0,2021.0,2.0,2468.0,Metro,Apartment,Furnished,136.65
663.0,,4.0,1999.0,1.0,1782.0,Metro,Apartment,Semi-Furnished,61.42
2163.0,4.0,5.0,1985.0,0.0,3389.0,Metro,Independent House,Furnished,250.98
1594.0,4.0,5.0,2001.0,2.0,2539.0,,Apartment,Furnished,169.73
1808.0,3.0,2.0,2022.0,1.0,4638.0,Tier1,Apartment,Semi-Furnished,141.31
588.0,3.0,3.0,1986.0,0.0,1503.0,Tier3,Apartment,Semi-Furnished,15.4
1290.0,6.0,5.0,2002.0,0.0,1688.0,Metro,Apartment,Unfurnished,90.82
1461.0,3.0,4.0,1996.0,2.0,2601.0,Metro,Independent House,Semi-Furnished,152.91
1335.0,4.0,3.0,2013.0,2.0,2560.0,Tier1,Independent House,Unfurnished,115.56
620.0,2.0,2.0,2007.0,1.0,1669.0,Tier3,Villa,,35.16
1738.0,4.0,5.0,1993.0,1.0,3405.0,Tier1,Independent House,Unfurnished,130.2
1261.0,2.0,2.0,1992.0,1.0,3615.0,Tier1,Apartment,Semi-Furnished,101.44
723.0,2.0,2.0,2000.0,2.0,2165.0,Metro,Apartment,Unfurnished,92.66
400.0,4.0,4.0,2007.0,2.0,1042.0,Metro,Apartment,Semi-Furnished,45.03
1503.0,3.0,2.0,2013.0,1.0,3606.0,Tier3,Apartment,Unfurnished,61.86
2425.0,4.0,5.0,1994.0,1.0,4621.0,Tier3,Apartment,Semi-Furnished,85.14
692.0,2.0,2.0,1996.0,0.0,914.0,Metro,Independent House,Furnished,91.48
1285.0,3.0,3.0,1996.0,0.0,2868.0,Tier3,Independent House,Semi-Furnished,57.84
1755.0,,3.0,2014.0,2.0,3249.0,,Apartment,Furnished,99.5
565.0,3.0,3.0,1994.0,0.0,1035.0,Tier3,Villa,Semi-Furnished,40.1
960.0,2.0,3.0,1998.0,1.0,2340.0,Tier1,Independent House,Furnished,105.77
770.0,4.0,5.0,1988.0,2.0,1567.0,Tier1,Independent House,Semi-Furnished,72.89
,4.0,4.0,2004.0,1.0,4321.0,Tier1,Independent House,Unfurnished,178.17
1863.0,2.0,2.0,2023.0,2.0,3571.0,Tier2,Villa,Semi-Furnished,216.88
1280.0,2.0,2.0,1991.0,1.0,1884.0,Metro,Independent House,Unfurnished,136.07
779.0,4.0,4.0,2014.0,1.0,1582.0,Metro,Villa,Semi-Furnished,142.43
979.0,4.0,4.0,2008.0,2.0,2851.0,Tier1,Villa,Semi-Furnished,111.5
885.0,4.0,5.0,1994.0,2.0,2339.0,Tier2,Apartment,Unfurnished,52.62
711.0,4.0,4.0,2022.0,1.0,1117.0,Metro,Apartment,Unfurnished,73.71
1149.0,3.0,2.0,2020.0,2.0,2188.0,Tier2,Villa,Unfurnished,99.13
1487.0,3.0,3.0,2001.0,2.0,4268.0,Tier3,Apartment,Semi-Furnished,53.74
1445.0,2.0,1.0,2005.0,2.0,2056.0,Metro,Apartment,Semi-Furnished,146.31
1196.0,2.0,3.0,1987.0,2.0,1982.0,Tier2,Independent House,Furnished,65.32
1229.0,4.0,4.0,1985.0,1.0,2055.0,Tier1,Apartment,Semi-Furnished,66.42
1159.0,1.0,1.0,2002.0,1.0,2582.0,Tier3,Villa,Semi-Furnished,64.36
551.0,5.0,5.0,1986.0,2.0,1069.0,,Villa,Unfurnished,85.49
1280.0,4.0,5.0,2024.0,0.0,1720.0,Tier2,Independent House,Unfurnished,94.26
908.0,5.0,4.0,1988.0,2.0,2118.0,Tier2,Apartment,Semi-Furnished,50.95
526.0,5.0,6.0,2016.0,1.0,725.0,Tier3,Apartment,Furnished,26.85
1385.0,3.0,3.0,2003.0,2.0,3174.0,Tier2,Villa,Unfurnished,123.17
894.0,4.0,5.0,2004.0,1.0,1889.0,Tier1,Independent House,Furnished,94.44
1314.0,2.0,3.0,1991.0,1.0,2744.0,Tier2,Independent House,Semi-Furnished,78.28
1624.0,1.0,1.0,1993.0,2.0,2146.0,Tier3,Apartment,Furnished,56.4
725.0,4.0,5.0,1991.0,2.0,1704.0,Tier1,Apartment,Semi-Furnished,56.39
1246.0,1.0,1.0,2011.0,1.0,2463.0,Metro,Independent House,Unfurnished,157.18
400.0,6.0,5.0,2005.0,0.0,,Tier3,Apartment,Furnished,13.48
1966.0,4.0,3.0,2019.0,2.0,4470.0,Tier2,Villa,Semi-Furnished,179.54
520.0,4.0,4.0,2008.0,2.0,1191.0,Tier2,Apartment,Semi-Furnished,23.11
943.0,2.0,2.0,2016.0,0.0,1157.0,Metro,Apartment,Unfurnished,70.81
1869.0,4.0,5.0,1996.0,1.0,2664.0,Tier2,Apartment,Unfurnished,91.71
1083.0,1.0,2.0,2007.0,1.0,1761.0,Tier1,Apartment,Furnished,98.4
601.0,4.0,4.0,,3.0,1455.0,Tier2,Villa,Furnished,62.31
1557.0,2.0,3.0,2013.0,1.0,3485.0,Metro,Independent House,,249.11
1545.0,4.0,4.0,1987.0,0.0,3961.0,Tier2,Apartment,Semi-Furnished,72.33
883.0,2.0,2.0,1992.0,0.0,2237.0,Tier3,Independent House,Semi-Furnished,35.52
